tail_min,beta,n_tail_overlap,mean_impr_mu_pct,mean_impr_lo_pct,mean_impr_hi_pct,median_impr_mu_pct,median_impr_lo_pct,median_impr_hi_pct,p95_impr_mu_pct,p95_impr_lo_pct,p95_impr_hi_pct,pearson_before,pearson_after,pearson_delta,spearman_before,spearman_after,spearman_delta,gate_impr_mean_pct,gate_corr_drop,gate_ci_positive,gates_passed
1000000,30.34,100,0.04246665256551606,0.03677910836599282,0.0478028091415341,0.0424497072361656,0.035117806061315864,0.04968848705330819,0.042583251370676777,0.03641086317779086,0.04868030445063144,0.8229435130511508,0.8229391050462848,4.408004866007786e-06,0.8435283528352834,0.8435283528352834,0.0,1.0,0.05,False,False
