trial,N_bits,success,factor_found,time_seconds,dims,search_range,timestamp
1,149,False,,0.178,11,1000,2025-11-03T10:41:21.719813
2,149,False,,0.176,11,1000,2025-11-03T10:41:21.896489
3,149,False,,0.178,11,1000,2025-11-03T10:41:22.074910
4,149,False,,0.178,11,1000,2025-11-03T10:41:22.253271
5,149,False,,0.177,11,1000,2025-11-03T10:41:22.431052
