generation_time,replicate,seed,success,time_seconds,total_time,trials,unique_count
0.0004858970642089844,0,42,False,3.337860107421875e-06,0.0004892349243164062,1,1
0.00024700164794921875,1,43,False,2.384185791015625e-06,0.0002493858337402344,1,1
0.00023484230041503906,2,44,False,2.384185791015625e-06,0.0002372264862060547,1,1
0.00023794174194335938,3,45,False,2.384185791015625e-06,0.000240325927734375,1,1
0.00023698806762695312,4,46,False,2.6226043701171875e-06,0.0002396106719970703,1,1
0.00023674964904785156,5,47,False,2.384185791015625e-06,0.0002391338348388672,1,1
0.0002300739288330078,6,48,False,2.384185791015625e-06,0.00023245811462402344,1,1
0.00023651123046875,7,49,False,2.6226043701171875e-06,0.0002391338348388672,1,1
0.00023698806762695312,8,50,False,2.1457672119140625e-06,0.0002391338348388672,1,1
0.00022840499877929688,9,51,False,2.384185791015625e-06,0.0002307891845703125,1,1
