# commit 80cccf34771693b3310fe594e456b2105c0707b3
# python 3.12.4
# mpmath 1.3.0
timestampmechanismrel_distanceabs_distanceparamsjson_notesruntime_s
2025-11-06T06:41:05Z	interval_snap			{"centers": 1, "dm": "0.0005", "dps": 256, "intervals": 2440061, "k_max": "0.33", "k_min": "0.27", "k_step": "0.001", "m_range": "10.0", "min_k_cluster": 3, "snap_radius": 1000000}	{"checked": 415583, "cofactor": null, "factor": null, "found": false}	81.400
